,document,r1-precision,r1-recall,r1-f1-score,r2-precision,r2-recall,r2-f1-score,rL-precision,rL-recall,rL-f1-score
140,N06-1039,0.4722222222222222,0.10897435897435898,0.17708333333333337,0.14285714285714285,0.03225806451612903,0.052631578947368425,0.3611111111111111,0.08333333333333333,0.13541666666666666
141,W04-3230,0.30337078651685395,0.15789473684210525,0.20769230769230768,0.056818181818181816,0.029411764705882353,0.03875968992248062,0.1348314606741573,0.07017543859649122,0.0923076923076923
142,E03-1071,0.22727272727272727,0.12605042016806722,0.16216216216216214,0.09230769230769231,0.05084745762711865,0.06557377049180328,0.15151515151515152,0.08403361344537816,0.10810810810810813
143,N06-1006,0.41025641025641024,0.2711864406779661,0.32653061224489793,0.07758620689655173,0.05113636363636364,0.06164383561643837,0.17094017094017094,0.11299435028248588,0.13605442176870747
144,N09-1028,0.37254901960784315,0.13194444444444445,0.19487179487179487,0.04,0.013986013986013986,0.02072538860103627,0.23529411764705882,0.08333333333333333,0.12307692307692308
145,D12-1050,0.41025641025641024,0.17204301075268819,0.24242424242424246,0.05194805194805195,0.021621621621621623,0.030534351145038167,0.20512820512820512,0.08602150537634409,0.12121212121212123
146,W04-3239,0.3793103448275862,0.21428571428571427,0.2738589211618257,0.03488372093023256,0.0196078431372549,0.02510460251046025,0.1724137931034483,0.09740259740259741,0.12448132780082989
147,I05-3017,0.17142857142857143,0.06382978723404255,0.09302325581395349,0.0,0.0,0.0,0.11428571428571428,0.0425531914893617,0.06201550387596899
148,N01-1025,0.18461538461538463,0.1348314606741573,0.15584415584415584,0.03125,0.022727272727272728,0.026315789473684213,0.1076923076923077,0.07865168539325842,0.09090909090909091
149,D07-1076,0.32432432432432434,0.10714285714285714,0.1610738255033557,0.0684931506849315,0.02242152466367713,0.03378378378378378,0.20270270270270271,0.06696428571428571,0.10067114093959731
150,W04-3206,0.3191489361702128,0.21428571428571427,0.2564102564102564,0.021505376344086023,0.014388489208633094,0.017241379310344827,0.1276595744680851,0.08571428571428572,0.10256410256410256
151,P03-1029,0.5434782608695652,0.1592356687898089,0.24630541871921183,0.08888888888888889,0.02564102564102564,0.039800995024875614,0.34782608695652173,0.10191082802547771,0.15763546798029557
152,P03-1011,0.3333333333333333,0.21897810218978103,0.2643171806167401,0.07865168539325842,0.051470588235294115,0.062222222222222213,0.15555555555555556,0.10218978102189781,0.12334801762114538
153,W06-1606,0.21238938053097345,0.3380281690140845,0.2608695652173913,0.03571428571428571,0.05714285714285714,0.04395604395604395,0.12389380530973451,0.19718309859154928,0.15217391304347827
154,A94-1016,0.35135135135135137,0.0962962962962963,0.15116279069767444,0.0410958904109589,0.011152416356877323,0.017543859649122806,0.24324324324324326,0.06666666666666667,0.10465116279069768
155,W04-3201,0.20588235294117646,0.15217391304347827,0.175,0.0297029702970297,0.021897810218978103,0.025210084033613446,0.09803921568627451,0.07246376811594203,0.08333333333333333
156,A97-1039,0.2413793103448276,0.3888888888888889,0.2978723404255319,0.017543859649122806,0.02857142857142857,0.02173913043478261,0.1206896551724138,0.19444444444444445,0.14893617021276595
157,D07-1071,0.36046511627906974,0.17415730337078653,0.23484848484848486,0.09411764705882353,0.04519774011299435,0.06106870229007634,0.18604651162790697,0.0898876404494382,0.1212121212121212
158,W06-1639,0.2713178294573643,0.26717557251908397,0.2692307692307693,0.0625,0.06153846153846154,0.06201550387596899,0.16279069767441862,0.16030534351145037,0.16153846153846155
