,document,r1-precision,r1-recall,r1-f1-score,r2-precision,r2-recall,r2-f1-score,rL-precision,rL-recall,rL-f1-score
145,D12-1050,0.15027322404371585,0.49107142857142855,0.2301255230125523,0.03561643835616438,0.11711711711711711,0.054621848739495805,0.09836065573770492,0.32142857142857145,0.1506276150627615
146,W04-3239,0.26666666666666666,0.4375,0.33136094674556216,0.06220095693779904,0.10236220472440945,0.07738095238095237,0.14285714285714285,0.234375,0.17751479289940827
147,I05-3017,0.1320754716981132,0.417910447761194,0.2007168458781362,0.037914691943127965,0.12121212121212122,0.05776173285198557,0.08962264150943396,0.2835820895522388,0.13620071684587814
148,N01-1025,0.21428571428571427,0.4675324675324675,0.2938775510204082,0.08383233532934131,0.18421052631578946,0.11522633744855965,0.1488095238095238,0.3246753246753247,0.20408163265306123
149,D07-1076,0.3898916967509025,0.574468085106383,0.4645161290322581,0.16666666666666666,0.24598930481283424,0.19870410367170627,0.20938628158844766,0.30851063829787234,0.24946236559139787
150,W04-3206,0.17770034843205576,0.4322033898305085,0.2518518518518518,0.027972027972027972,0.06837606837606838,0.03970223325062035,0.0975609756097561,0.23728813559322035,0.13827160493827162
151,P03-1029,0.25193798449612403,0.6435643564356436,0.362116991643454,0.09727626459143969,0.25,0.1400560224089636,0.14728682170542637,0.37623762376237624,0.2116991643454039
152,P03-1011,0.12544802867383512,0.6140350877192983,0.20833333333333334,0.02877697841726619,0.14285714285714285,0.04790419161676648,0.07526881720430108,0.3684210526315789,0.125
153,W06-1606,0.1352112676056338,0.7272727272727273,0.22802850356294535,0.04519774011299435,0.24615384615384617,0.07637231503579951,0.08450704225352113,0.45454545454545453,0.14251781472684086
154,A94-1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,W04-3201,0.1592356687898089,0.43859649122807015,0.23364485981308408,0.019169329073482427,0.05309734513274336,0.028169014084507043,0.08598726114649681,0.23684210526315788,0.1261682242990654
156,A97-1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,D07-1071,0.1744186046511628,0.37815126050420167,0.23872679045092837,0.05058365758754864,0.11016949152542373,0.06933333333333333,0.12015503875968993,0.2605042016806723,0.16445623342175067
158,W06-1639,0.16422287390029325,0.5773195876288659,0.2557077625570776,0.061764705882352944,0.21875,0.0963302752293578,0.11730205278592376,0.41237113402061853,0.18264840182648404
159,P08-1067,0.15288220551378445,0.6777777777777778,0.24948875255623723,0.0728643216080402,0.3258426966292135,0.11909650924024641,0.09022556390977443,0.4,0.147239263803681
160,J88-2003,0.3656387665198238,0.3789954337899543,0.3721973094170403,0.07079646017699115,0.07339449541284404,0.07207207207207209,0.16740088105726872,0.1735159817351598,0.1704035874439462
161,W97-0802,0.2358974358974359,0.40350877192982454,0.2977346278317152,0.05670103092783505,0.09734513274336283,0.07166123778501629,0.14871794871794872,0.2543859649122807,0.18770226537216828
162,W02-1001,0.16838487972508592,0.5268817204301075,0.2552083333333333,0.06551724137931035,0.20652173913043478,0.09947643979057592,0.1134020618556701,0.3548387096774194,0.171875
163,P07-1040,0.2215568862275449,0.2740740740740741,0.24503311258278143,0.06626506024096386,0.08208955223880597,0.07333333333333333,0.1437125748502994,0.17777777777777778,0.15894039735099336
164,W02-2026,0.17454545454545456,0.05620608899297424,0.08503100088573959,0.0364963503649635,0.011723329425556858,0.01774622892635315,0.10181818181818182,0.03278688524590164,0.0496014171833481
